 MRK M_P SD_P M_XtX SD_XtX XtXst log10(1/pval)
      55   0.14076292   0.05028960  96.54573422  13.27900905  72.54708022   1.45323651
      56   0.22560565   0.04351184  94.15049467  11.75923015 120.47597064   0.79647044
      57   0.13657461   0.03403813 101.54267043  13.72249806  56.33401639   3.58983580
      58   0.24292028   0.04190609 102.84036172  10.99904174 138.58214009   1.88834956
      59   0.12451272   0.01974939 102.87114568  13.36858475 135.49743778   1.67833375
      60   0.06183266   0.01495329  98.52362868  13.14537919  97.79999218   0.03961022
      61   0.15852117   0.04562081  99.95439664  12.21614310  75.68588280   1.17644900
      62   0.76384064   0.04532658  97.48501591  11.42461981 130.12241918   1.33514229
      63   0.07165528   0.01460557 101.94855166  14.18246252 100.29939868   0.02431727
      64   0.32360136   0.05354149 105.84572899   9.66027271 141.15344641   2.07040524
      65   0.25346676   0.09355314  94.46516799  11.41202756  90.16219939   0.29981890
      66   0.25347959   0.05418906  96.58831789  11.52278584 124.57583276   1.01284338
      67   0.17817765   0.05164058 105.87735806  13.03452507  70.78254443   1.62535873
      68   0.07992353   0.02295480 100.20290378  14.02384358  89.48791447   0.32848083
      69   0.11324427   0.02033449  95.51676362  13.53385250 115.00686103   0.53811669
      70   0.04963785   0.01062874  95.51957174  13.60939616 104.28368227   0.13692481
      71   0.28460447   0.05268594 103.32202000  10.92135873 127.85304676   1.19926162
      72   0.16310443   0.03923857 103.08754199  13.76489599  70.47321649   1.65682587
      73   0.31603167   0.07850266 110.60685727  12.08855863  82.92532594   0.66461630
      74   0.08473512   0.01857553  96.45944447  13.21843040  79.38749361   0.89423176
      75   0.10587643   0.01809243 105.88668811  13.15734084 133.05913479   1.51899520
      76   0.08706908   0.02061348 104.26502790  13.46690555  92.58954004   0.20475768
      77   0.15688659   0.04499943 102.29456784  12.95803519  63.08766338   2.53519353
      78   0.58661229   0.09061126  90.00098206   7.02008450 119.74180088   0.75975023
      79   0.12943211   0.03325616 101.01278913  13.67202507  86.25741325   0.48042256
      80   0.08602645   0.01364789 100.84427744  13.77003369 111.79417940   0.40303966
      81   0.03521838   0.00792488  99.12658111  12.97294007  81.87689076   0.72883510
      82   0.27709440   0.06006184  87.57286677  11.30820544 115.80253989   0.57349996
      83   0.21475080   0.05487877  95.91742158  12.47443956  81.08325048   0.77955280
      84   0.30776974   0.05033300 106.07677758  10.07462449 142.11347296   2.13996898
      85   0.10018967   0.02140489  98.61884146  13.94229943  56.55321481   3.55119255
      86   0.10783899   0.02936753 100.16455661  12.96774240  83.23218611   0.64640597
      87   0.57765064   0.11034990  77.43367854   7.82530945 101.79132201   0.06416865
      88   0.09094633   0.02384122  98.67206157  13.38653784  72.28896782   1.47764502
      89   0.09312676   0.02004796  97.86214504  12.70419083  97.76883052   0.04045445
      90   0.07535892   0.02167555 103.72845062  13.66543468  72.69286195   1.43956474
      91   0.08584183   0.02453646 105.02419967  13.27506842 103.51056043   0.11352620
      92   0.06591966   0.01203196  98.81394745  14.41568116 101.44948378   0.05479371
      93   0.17424297   0.04801784 103.89945436  13.33713395  73.37670366   1.37651964
      94   0.18668892   0.04865802 102.99772867  12.75374771  86.84087713   0.45112248
      95   0.26001702   0.05681196 109.74073367  11.85501537 125.75582668   1.07861039
      96   0.34242477   0.06334731 108.93425833   9.77846634 126.04622066   1.09503064
      97   0.85557452   0.02959248  90.72770923  11.93090099 109.59446868   0.31784109
      98   0.15194622   0.02388201 105.97682072  12.85362881 137.18260495   1.79191446
      99   0.06835937   0.01890602  99.29463984  13.21825518  74.59695503   1.26837978
     100   0.25787434   0.05140671 107.72952426  12.80220340  94.15444292   0.14984989
     101   0.10792618   0.01860836  99.68448365  13.29519314 118.06374514   0.67817552
     102   0.08298838   0.02013104 104.30608196  12.68916292  94.92988420   0.12439085
     103   0.05213334   0.00818733  95.89138523  14.35817841 116.87688320   0.62247658
     104   0.16039956   0.03315647 101.81119227  13.04790980 121.87852863   0.86834538
     105   0.07947956   0.01593338 100.27437821  13.32909380  76.86053716   1.08194146
     106   0.67074892   0.07962098  81.44671292   9.72904470 108.58287361   0.28066962
     107   0.15865487   0.05068725 101.29992104  13.97845235  78.56896366   0.95277215
     108   0.19459047   0.03807659 106.99268857  11.89002205 118.08103030   0.67899899
     109   0.11893581   0.02013373 106.60001565  14.32085481 111.79032213   0.40288505
     110   0.03890254   0.00899801  97.15381340  13.74468124  84.65200185   0.56549927
     111   0.10164110   0.03141451 102.61979916  14.22003183  77.53029014   1.03015590
     112   0.11121385   0.03183224 103.54354594  13.92275821  69.21390930   1.78905892
     113   0.16466922   0.04030075 108.59503331  13.07137469  66.86176406   2.05455786
     114   0.03136574   0.00638968  96.49183475  14.51518965  74.32384808   1.29210584
     115   0.19466035   0.05905089 106.31548916  12.94348837  95.55429998   0.10470219
     116   0.18104551   0.03384075 109.30449261  13.15631292 100.27263070   0.02362743
     117   0.19433023   0.04648980 109.77445007  12.56152352  72.11250837   1.49448154
     118   0.15304235   0.05769332 108.09354859  15.21776027  90.95175950   0.26752685
     119   0.08424129   0.01425638  96.38769465  12.94728780  92.76131134   0.19849397
     120   0.04688447   0.00996774  98.04800946  15.40130827  85.76762258   0.50567722
     121   0.15796290   0.03238111  94.90078877  13.31785646  95.39085148   0.10978703
     122   0.08260943   0.01557795 102.76264333  14.32953974  84.80771449   0.55695478
     123   0.09645297   0.02478780 101.22820037  14.03112071  84.55123552   0.57106279
     124   0.05381240   0.01190182  99.00190584  14.65013236  96.64717486   0.07193186
     125   0.65293183   0.10077196  72.33243109   9.58404699  94.90559962   0.12517107
     126   0.09839860   0.02610137  99.53484332  13.31017486  77.11492686   1.06209500
     127   0.70490037   0.06209992  95.86847579  10.50714161 128.19875646   1.21960681
     128   0.13979524   0.03663382  95.20516092  12.74876750 100.91066210   0.04031124
     129   0.11540982   0.02512860 103.97991482  14.16725506 101.54616729   0.05743053
     130   0.05744766   0.01180499  98.48131751  13.87449042  98.54920360   0.01979309
     131   0.02655966   0.00526725  96.50004943  12.95300064  86.02275239   0.49244650
     132   0.05765147   0.01477408  99.46932789  12.60385778 114.60865179   0.52069441
     133   0.12499556   0.02017913 103.29929329  12.35641253 113.57263349   0.47626471
     134   0.18502740   0.05568134  97.73182121  14.25290549 113.94379449   0.49203256
     135   0.68163900   0.08620850  73.92911753   8.82167738  97.56103911   0.04612523
     136   0.08847557   0.01551209 100.92117822  13.11290433 104.17590078   0.13361793
     137   0.15388536   0.04648570  98.15859050  12.66220432  70.69445895   1.63427937
     138   0.46250226   0.07565129 105.89868267   5.17007184 144.16740212   2.29164369
     139   0.33840214   0.09016523 106.03938757  10.18599620  92.06960901   0.22408201
     140   0.17967686   0.03255097  93.24858543  13.29179590 113.53177027   0.47453896
     141   0.31417422   0.06347606  90.94031714   9.94311085 121.44327347   0.84579937
     142   0.15199567   0.03429697 100.39073241  12.33056695 106.06153357   0.19356756
     143   0.12165931   0.02001960 106.90704898  12.64163057 138.67346458   1.89470794
     144   0.17199223   0.08110648  95.54792422  12.34505987  47.69838485   5.39802488
     145   0.16356608   0.03512833  98.11631887  13.14039619  89.39124731   0.33267324
     146   0.14834457   0.02394105  99.11758715  13.07207393 130.62608908   1.36603829
     147   0.63700649   0.07148161  97.11706349   7.64524463 130.31025749   1.34663353
     148   0.30527874   0.05408619  94.48891056   9.67141269 125.56562421   1.06790561
     149   0.58933502   0.07686741  93.42348837   5.44901080 125.42607782   1.06007712
     150   0.14007365   0.03005508 102.13507714  13.21761405 109.80402236   0.32569993
     151   0.22000426   0.04137922  98.42534266  13.66511493 116.19721074   0.59133207
     152   0.21891262   0.03741929 104.34088157  11.82954861 135.93749490   1.70772386
     153   0.16420606   0.03447743  98.90541877  14.51881239  75.05809422   1.22893189
     154   0.05911690   0.01629620 102.84178945  13.79062949  97.74730346   0.04103859
     155   0.09859209   0.02542324 101.17784287  13.46270448 101.18225321   0.04756606
     156   0.11858611   0.02361683 101.42518121  13.95856101 100.07209410   0.01848758
     157   0.08290483   0.02199325  99.00603739  14.21319030  73.13940344   1.39819514
     158   0.08913846   0.02847848 100.52074378  14.20681995  89.14136091   0.34360867
     159   0.09390539   0.01832118 102.63091631  14.28114430  88.19438366   0.38635137
     160   0.08108890   0.03082141  99.07563412  13.50924683  79.49149540   0.88694466
     161   0.03220098   0.00761692 100.17294152  13.27608957  49.46015243   4.97949390
     162   0.09542129   0.02245601 100.17358030  13.47580747 102.35518054   0.07995027
     163   0.13407118   0.03770039  98.58917486  13.56631988  81.50247418   0.75253276
     164   0.08557560   0.02040529 101.54971207  14.82482886  94.54603020   0.13685203
     165   0.02955071   0.00556734  97.97190077  14.01513414 100.97261435   0.04195808
     166   0.05196301   0.00901459 100.98300523  14.33120279  92.66485168   0.20200410
     167   0.10737353   0.02236134  98.44981675  13.39612542  93.58745243   0.16918967
     168   0.14472308   0.03332877  95.91972107  12.03279012  80.59526446   0.81166077
     169   0.46529054   0.07048450 101.49098260   4.34951619 135.33807718   1.66773790
     170   0.13351897   0.04831649 103.08554278  13.75954486  73.59239781   1.35700203
     171   0.19662337   0.06728722 104.66223121  12.90616033  89.90512195   0.31062727
     172   0.12044188   0.02100496 102.28927939  13.13301785  85.93308270   0.49707784
     173   0.12681652   0.02535534 100.21416961  13.76262428 107.50270060   0.24238310
     174   0.10221189   0.03561018  97.41373375  12.71733580  79.60745757   0.87885924
     175   0.11167383   0.03471863  92.93542833  13.22093123 102.66643671   0.08883160
     176   0.08131577   0.01573241  97.40064995  13.36680546 112.58012204   0.43492332
     177   0.10322639   0.02642670 104.60416054  13.93273423 108.79377642   0.28831447
     178   0.07158680   0.01964531  98.58732883  14.04516644  93.42567052   0.17482229
     179   0.42104023   0.08155232  90.17914392   7.73912746 119.26739998   0.73635504
     180   0.53983391   0.12390814  71.80241639   8.02849093  92.92249411   0.19267027
     181   0.33838524   0.06449046 102.07489985   9.50407153 136.68135357   1.75783849
     182   0.05770017   0.01842893  96.88033865  14.15169836  95.92212797   0.09343566
     183   0.73791275   0.04580957 111.84900336   9.43821083 151.39500345   2.85508400
     184   0.07838982   0.01794576  95.80113295  13.34899813  99.71614907   0.00948669
     185   0.09131420   0.02179845 100.25616988  12.78551777  83.89982723   0.60768186
     186   0.11053930   0.03230836 100.59173548  14.41532939  83.55677299   0.62742709
     187   0.07849092   0.01928860  99.76419688  14.40521386  77.70898249   1.01659165
     188   0.12718405   0.02873648  97.82501150  13.36748307  94.80858856   0.12829880
     189   0.15471881   0.02480828 103.80238991  13.37728432 139.15681522   1.92849375
     190   0.09644204   0.03098531 100.02747920  13.17769755  55.68017088   3.70702481
     191   0.15469617   0.05749897 102.53028811  13.25454921  75.40838828   1.19947530
     192   0.18034801   0.06150051 101.44585507  13.12225109  91.82259383   0.23345719
     193   0.05002162   0.00832205  95.30190538  14.14038174 103.96302570   0.12712939
     194   0.15218978   0.03947489 105.19551546  13.02233496  91.78104369   0.23504660
     195   0.74650952   0.06045626  79.31348626  10.75833982 106.73412837   0.21602705
     196   0.03260731   0.00678087 100.05843465  13.70214180  78.63562640   0.94792491
     197   0.38714017   0.07210859  90.56990367   7.79615024 118.37466207   0.69304129
     198   0.11776148   0.02069586 100.45861214  12.62779220 111.85043890   0.40529682
     199   0.09104392   0.02410915 104.42412402  14.48670268  69.51764811   1.75655035
     200   0.04640498   0.00951721  99.66717936  14.89427218  97.88212796   0.03739272
     201   0.09869149   0.02204887  98.26069452  14.22102808  95.99946671   0.09109764
     202   0.22832363   0.07033701 107.26163539  15.68608574  96.70857377   0.07015314
     203   0.06573186   0.01689779  97.44789010  12.59414111 114.30014823   0.50732841
     204   0.26829317   0.06127908 111.32500538  12.49441834  81.95460157   0.72396751
     205   0.07503297   0.02203060 100.72452780  14.62958961  83.48550970   0.63156910
     206   0.09337132   0.03022890 100.69975728  14.96204481 107.63798977   0.24709876
     207   0.43292663   0.05833754 129.12605435   4.90960299 173.83583809   4.86756947
     208   0.16841641   0.03310149 100.95792131  12.25074575 117.04025985   0.63004484
     209   0.22203023   0.04606501 106.78218784  11.84820207 113.48064965   0.47238287
     210   0.01980942   0.00680148  98.79011778  13.38698742  69.44351261   1.76444848
     211   0.72412152   0.06037646  90.74686003  11.26893936 119.81033213   0.76315148
     212   0.22015359   0.06316738 104.42393489  12.57799474  78.50904238   0.95714135
     213   0.06013910   0.01305678  99.30148799  14.21661329  70.06503628   1.69895530
     214   0.13673803   0.05829182  98.83195821  12.82905436  87.33691215   0.42687232
     215   0.21545786   0.04830401  92.09212217  12.76899182 119.94998406   0.77009934
     216   0.24374320   0.03928092 120.61310838  10.73079874 161.44345294   3.71006818
     217   0.59437041   0.09421295  80.63841034   7.60341865 107.52792293   0.24326052
     218   0.08845593   0.02099536  99.61074458  14.21695193  83.95127538   0.60474822
     219   0.08436738   0.01501549  96.10892022  14.24148751  98.34050955   0.02522121
     220   0.23016977   0.05125121 120.72436803  13.59592183 119.14869217   0.73054191
     221   0.43552591   0.05555330 130.37600304   5.16539499 173.94474251   4.87820691
     222   0.13223287   0.03746106  98.23552880  13.07204378  95.11202108   0.11857390
     223   0.27006638   0.08171816 110.50566472  12.06149568  77.81570693   1.00854056
     224   0.09914243   0.02244411 101.57107196  14.10680589  81.02836280   0.78312883
     225   0.25357966   0.05315526 119.40644183  12.10416606  90.81747808   0.27292359
     226   0.15401564   0.02779070 105.18562698  12.78850793 128.32511302   1.22707495
     227   0.12948956   0.03929548  98.63304221  13.64062648  64.52517024   2.34377288
     228   0.08831362   0.03279223 100.49292276  14.31046581  85.64261306   0.51222055
     229   0.08614585   0.01985745 101.03194969  13.43640133  85.81187733   0.50337037
     230   0.70919319   0.08559324  73.12924223  11.32728811  95.63433331   0.10223004
     231   0.06231826   0.01200609 100.11627049  13.65957536 127.63985473   1.18677920
     232   0.13994122   0.04815233 103.92587828  14.02840668  67.78939197   1.94688783
     233   0.06564010   0.01472725  99.21667495  13.57870004  68.77666707   1.83655471
     234   0.08849632   0.03826823 103.01962587  13.04588929  78.82334045   0.93435196
     235   0.09532121   0.02693877 100.59086008  14.28960844  76.36330144   1.12136729
     236   0.34487534   0.08579092 110.85174461  10.44642642  95.78696315   0.09754749
     237   0.13654137   0.02720296  98.93540051  14.33374749  86.35083397   0.47567422
     238   0.04882093   0.01395578 101.04076610  14.34790948  88.06285603   0.39245334
     239   0.08275301   0.01463013  97.23875016  13.73001856 112.05515808   0.41354300
     240   0.04088685   0.00938655 100.86051146  13.17289078  76.78821481   1.08762363
     241   0.03963120   0.00999088 100.36582941  14.81634618  87.23238378   0.43193264
     242   0.06674636   0.01661122 103.30556874  14.08113545 121.74159508   0.86122898
     243   0.14352754   0.02528390 112.86475151  12.24064907 120.03008579   0.77409471
     244   0.13824581   0.02640283 101.29679146  13.41383663 119.66230997   0.75581187
     245   0.15181690   0.03176328 107.53479856  13.08979943 137.25667776   1.79697087
     246   0.06753551   0.01095844  98.58368327  12.66478832 120.24201786   0.78470140
     247   0.22234886   0.04095994  93.86166953  12.44795516 124.09286441   0.98637020
     248   0.12745810   0.02938881  88.99665999  13.15216378 105.77178236   0.18406638
     249   0.07396195   0.01236133  98.36200858  13.18995734 105.83837794   0.18624081
     250   0.08707218   0.01964673 103.37094893  13.87347564 104.60546308   0.14688379
     251   0.34805399   0.10439901  77.42986792  11.28509643 101.85970682   0.06606156
     252   0.07994910   0.02314118  98.73241722  13.37856154  75.86945499   1.16136492
     253   0.13454403   0.04106095 104.82031727  13.00980996  69.17248517   1.79352316
     254   0.12770410   0.04206607  97.22585590  13.37315001  88.41642908   0.37614228
     255   0.52524959   0.10304016  84.22241397   6.56638836 112.03977321   0.41292151
     256   0.07844866   0.01503018  99.93431282  13.32569434  70.86150796   1.61738891
     257   0.09551590   0.01873751 105.40013192  13.78935945 105.89308390   0.18803118
     258   0.14921644   0.04099218 103.95294433  14.08403593  71.72086665   1.53228701
     259   0.46518959   0.05788595 128.92343874   4.37113692 174.37362367   4.92017394
     260   0.08827615   0.02858724 101.01296512  15.32007283  61.81503834   2.71373229
     261   0.14963853   0.02255332  97.11753386  11.69907988 128.27901413   1.22434836
     262   0.19694092   0.04476644 100.25615458  12.46867857  78.80814945   0.93544620
     263   0.07874463   0.01472173  99.48149600  13.44956675  83.13170586   0.65234007
     264   0.09529995   0.02114780  97.78249105  13.93317988  89.79656173   0.31523547
     265   0.15266379   0.03041569  93.20931978  13.90587904  90.00520774   0.30640197
     266   0.19238062   0.03776800 110.08031289  11.98364702 123.00495161   0.92769324
     267   0.05195897   0.00911168  96.82225328  13.99162035  99.11643293   0.00539198
     268   0.76170662   0.12075343  67.24985877  13.83360078  85.53141084   0.51807477
     269   0.09223200   0.01971504 100.82804164  14.05486975  78.16742018   0.98227189
     270   0.13122922   0.02549004  96.14768407  12.39675056 117.28243785   0.64132172
     271   0.40706486   0.07495392  94.81358777   7.56289181 127.35833850   1.17037142
     272   0.03923891   0.00842286 101.14365023  14.75305079  83.07975980   0.65541885
     273   0.16227503   0.03199026 107.29514145  12.16216072 115.31812706   0.55186797
     274   0.10223105   0.03428365 104.74328929  12.81849125  95.44716603   0.10802962
     275   0.19883010   0.08228471 104.45545774  11.89429272  85.20560409   0.53541008
     276   0.13877163   0.03866555  96.97275066  13.38525311  86.03166118   0.49198748
     277   0.55804355   0.06694849 113.47511321   4.45530417 151.34587503   2.85110315
     278   0.63918325   0.06174442 104.12547079   7.07253041 140.32705888   2.01121342
     279   0.03987736   0.00644056  95.29401473  13.63359464 114.95684297   0.53591784
     280   0.34516070   0.06787206  96.61639631   9.91790398 128.53075902   1.23926592
     281   0.05516178   0.01237687 102.88632509  15.15623346 102.29535313   0.07825700
     282   0.17509326   0.03827167 101.34296311  13.02351026  94.87663372   0.12610313
     283   0.67569778   0.07788576  87.99335433   9.23384959 115.51281301   0.56052807
     284   0.05352530   0.01151341  97.19197011  13.61806609  67.47924003   1.98244961
     285   0.26161907   0.05347422 110.23004731  10.90533355 112.10851949   0.41570086
     286   0.02912229   0.00562819  99.50604928  14.98142160  98.71968806   0.01541085
     287   0.22564685   0.10259775  97.26339830  11.73554971  75.86064054   1.16208651
     288   0.13438262   0.03567222 102.89234684  13.78728261  76.07132431   1.14491305
     289   0.09623827   0.01741688  98.48572513  13.60042431  98.35486464   0.02484558
     290   0.17668573   0.05461960  95.80433349  13.48349010 105.83620694   0.18616984
     291   0.22356619   0.07195343 106.09692369  11.78469476  99.07637497   0.00639225
     292   0.49957324   0.11044860  81.59626714   7.51992591 107.83345512   0.25395224
     293   0.06867162   0.01748662  95.43412845  13.10959822  94.59544551   0.13523238
     294   0.10092478   0.02179447  98.06952626  13.41776369  90.49654733   0.28597918
     295   0.06288574   0.02235405  98.83084445  13.76358812  73.83688061   1.33509010
     296   0.09706691   0.02235465 102.46320901  12.99044711  72.97311491   1.41351172
     297   0.10737613   0.03206977 100.28547706  13.09943791  90.41869312   0.28917999
     298   0.08227788   0.01960840 100.26257781  13.75363684  92.16565081   0.22047082
     299   0.04802280   0.00964716 101.35551331  14.89347312 102.84352458   0.09393852
     300   0.11636229   0.02106835 105.25519432  13.08931918  92.86022338   0.19491401
     301   0.02179366   0.00656271  98.58306926  13.64908541  72.42522084   1.46472792
     302   0.06756858   0.01121773  93.73924622  13.05432918  95.49375153   0.10658018
     303   0.13118175   0.02727553 104.53646603  13.19370843 110.26189349   0.34306049
     304   0.27496299   0.06540024  97.05744220  11.07448946  97.49644913   0.04790265
     305   0.12210255   0.02268071 106.31389498  13.79735716 138.09639584   1.85466481
     306   0.05821102   0.01289229  98.43793648  14.46002307  91.07698309   0.26252894
     307   0.64722669   0.07623954  90.51234807   8.05471788 118.97939844   0.72228003
     308   0.05634191   0.00964982  99.96154934  13.23656656 117.71568173   0.66166858
     309   0.13413332   0.03541323 100.82420167  14.07334107  81.30997314   0.76487576
     310   0.12245767   0.03089386 103.01678766  13.21345836  72.50738599   1.45697337
     311   0.06687010   0.02094595  96.11670325  13.47333600  71.30418646   1.57317906
     312   0.28349000   0.05713804  94.15679983  11.35531588 125.44690699   1.06124427
     313   0.32167693   0.05433809 123.14032925   9.13770538 161.59384533   3.72345812
     314   0.29286851   0.05815734  92.13961238  10.89051786 119.33033958   0.73944386
     315   0.14187375   0.02801267 103.86183117  13.50101012  86.37860769   0.47426676
     316   0.80554145   0.04933484  72.78610935  12.90644650  93.68163398   0.16593414
     317   0.04752997   0.00818205  97.37936905  14.02544046  85.22600088   0.53431677
     318   0.04079873   0.00892879  96.24861098  14.17674698 109.81722854   0.32619702
     319   0.18507433   0.03354608 101.76008157  12.53184431 129.37492813   1.28978167
     320   0.09394493   0.02057831  93.23428924  14.21669551 115.73808743   0.57060555
     321   0.15133300   0.04471571  99.75295143  14.73553311  71.41465484   1.56227020
     322   0.24634391   0.06578173 106.03493303  11.57084920  93.24386742   0.18121321
     323   0.24760109   0.05206451 107.28530053  14.09560935  81.09002906   0.77911178
     324   0.12658211   0.02959300  97.65789708  13.56505650  87.10253109   0.43825592
     325   0.16123762   0.03146767 105.33720786  12.99448026 126.45741045   1.11843915
     326   0.12528760   0.03762980 104.47078295  14.50086452  80.55672291   0.81422705
     327   0.22070492   0.06131581 105.68630806  11.00179686  79.20429166   0.90715045
     328   0.09399537   0.02708378 102.23480046  14.13115609  78.64279195   0.94740473
     329   0.05353265   0.01477724 101.60616003  14.16706712 109.65743087   0.32019663
     330   0.14172563   0.02485727  92.72852772  12.99915664 114.24066038   0.50476431
     331   0.13773552   0.02641633  97.24124499  13.42556842 105.15749773   0.16427072
     332   0.07275178   0.02164394  99.32627296  13.73140050  79.23401673   0.90504720
     333   0.37838879   0.16824329  64.60994830  12.71408407  81.37871662   0.76045552
     334   0.05828959   0.01840834 102.04709647  13.31433911 109.21417536   0.30371806
     335   0.23746635   0.08791035 106.35970506  14.92769743  88.64834310   0.36560234
     336   0.12445874   0.03620082 104.99086886  12.92573778 110.69352990   0.35966363
     337   0.35164469   0.05244210 133.95921890   9.77831043 156.10909147   3.24626011
     338   0.57003864   0.11664008  73.14373870   8.65096368  94.39603010   0.14179664
     339   0.09948564   0.03026154  97.38536377  12.84661685  58.84783985   3.16533643
     340   0.07636532   0.01351707 102.43733863  14.05503468 100.00131240   0.01668527
     341   0.15024528   0.03850689  98.54749600  13.17200222  81.67429168   0.74160748
     342   0.63946753   0.08799263  80.25958356   8.58620673 107.35363178   0.23721356
     343   0.07821429   0.02237116  96.31065496  15.36164700  64.48323181   2.34920806
     344   0.24653099   0.06292746  87.78235852  12.15070351 110.45105193   0.35030824
     345   0.14240820   0.02699726 103.68039583  14.30082481  79.87365750   0.86045611
     346   0.26603788   0.05227331  96.97179291  11.31550652 125.37986082   1.05748910
     347   0.06413822   0.01629032  99.81636126  14.13978858  96.69335627   0.07059338
     348   0.19400933   0.03472616  90.62706398  12.82951248 118.72021094   0.70969600
     349   0.18023179   0.04425318 103.46420506  13.39440134  90.27685734   0.29504528
     350   0.31397725   0.06135881  97.17099155  10.22667471 131.64299901   1.42922411
     351   0.08305130   0.01791606 101.46636596  12.74951061  95.93230079   0.09312752
     352   0.14670820   0.03201252 105.67277138  12.62176365  78.69665254   0.94349999
     353   0.13656612   0.02618019  98.02138903  13.72096522 102.43204323   0.08213222
     354   0.12958258   0.03075319 103.47370205  14.37623620  81.47631649   0.75420360
     355   0.23256076   0.05242093 116.39222114  13.03930238 109.40103921   0.31063525
     356   0.31986903   0.05902530 106.02861299  10.58955091 140.34956648   2.01281708
     357   0.13653078   0.02431989 102.57756724  14.10846925 134.78702831   1.63129365
