 MRK M_P SD_P M_XtX SD_XtX XtXst log10(1/pval)
     143   0.13402032   0.02311600  99.01061930  12.71506597 119.53951959   0.74974268
     144   0.11726029   0.03166354 101.44094060  13.40485599  64.91032470   2.29426866
     145   0.15953204   0.03488632 102.10893926  12.79345232  94.71531078   0.13132269
     146   0.17522872   0.03097486  99.72024429  12.50735054 122.66036391   0.90938538
     147   0.53516238   0.11439949  89.94935522   7.05296587 110.61131105   0.35648331
     148   0.24942781   0.03943984 107.66199207  10.89524352 132.78140096   1.50122717
     149   0.62644935   0.10108416  87.66788076   7.54473794 105.44465060   0.17346563
     150   0.15170471   0.04547102 103.47638380  13.29796870 111.49316623   0.39102888
     151   0.20546459   0.04340338  96.46349333  12.93975884 106.74920250   0.21653688
     152   0.27305830   0.05067962 100.55468597  11.50300244 120.92271861   0.81911942
     153   0.14509642   0.03439409  94.59073224  12.18300306  88.22858369   0.38477141
     154   0.05012442   0.01105488  96.26712685  12.94816248  87.74207193   0.40750724
     155   0.09690839   0.02571573  99.29294327  13.41104188  98.57189235   0.01920719
     156   0.11505870   0.02249883 102.09650587  11.58234554 106.14756093   0.19640868
     157   0.12716269   0.03409615 100.75966973  14.07892578  77.09327559   1.06377567
     158   0.07985226   0.02071246  96.17467125  14.13241524  85.04731068   0.54393174
     159   0.11970898   0.02734510 104.85046568  13.42381454 105.23120146   0.16662095
     160   0.12284626   0.02425484 102.20017280  12.25633423 104.39155950   0.14024914
     161   0.03149856   0.00957690  96.63144204  12.85745492  75.07469118   1.22752636
     162   0.06554971   0.01853595  97.43876594  13.12524433  93.90750461   0.15819666
     163   0.08771274   0.01610170 102.12411045  13.09999909  76.72354836   1.09271931
     164   0.07964010   0.01814825  99.51922937  13.33341536 101.29362134   0.05056742
     165   0.02899874   0.00491239  96.27923190  14.04991526 109.52362509   0.31519657
     166   0.05287320   0.00950746  99.78512727  13.47239093  94.51107847   0.13800039
     167   0.08666360   0.01531252 102.92568378  13.05413422 101.88870737   0.06686605
     168   0.08800473   0.02435141  97.73121027  12.47274490  69.47047331   1.76157347
     169   0.41014031   0.08489529 103.16442759   8.05766271 127.17179998   1.15954649
     170   0.09608399   0.02339932 101.22452202  13.15366706  81.32183880   0.76411180
     171   0.12455270   0.02551129  96.53601866  12.58879182  81.08685848   0.77931804
     172   0.12916983   0.02122559  96.31938216  12.61375317  93.83264305   0.16075021
     173   0.12679157   0.02655448  99.64015332  12.70383848 102.40044372   0.08123429
     174   0.06385801   0.00914694 103.84178340  13.95560717 101.24421856   0.04923412
     175   0.11432738   0.02868639  99.18568454  12.37494562 106.44317935   0.20624221
     176   0.05971777   0.01658424  95.16184288  13.19909402 104.95065406   0.15771130
     177   0.11324878   0.02455754  95.65296217  12.92681060  89.93106952   0.30952971
     178   0.06414226   0.01153374  98.11759260  13.65111822 105.44361069   0.17343215
     179   0.47763680   0.10271320  90.31175494   7.13839885 111.02064817   0.37239948
     180   0.30943972   0.09970854  82.55243026  11.99029555 101.41761018   0.05392698
     181   0.32367807   0.06210801 108.04064655  10.91570602 132.89241516   1.50831986
     182   0.05399800   0.01038170  96.05263319  13.80789507 102.39780175   0.08115928
     183   0.60413440   0.09790625  91.36047438   8.17731691 113.13293494   0.45780177
     184   0.04340059   0.00850249  98.02839932  13.09172042 104.62086650   0.14736377
     185   0.12108795   0.02723053  96.25461836  11.24708501  94.53144035   0.13733111
     186   0.07247611   0.01349565  98.01085675  13.64272912  78.82876940   0.93396109
     187   0.08653002   0.02274844 100.28205063  13.63013824  79.61919884   0.87804291
     188   0.08983716   0.01629087  99.63817936  14.12941453 105.74831620   0.18330150
     189   0.16032055   0.02900363 104.00094361  13.78389831 127.19729829   1.16102395
     190   0.25150948   0.07750753 111.98401606  12.76232889  93.90043312   0.15843741
     191   0.07362601   0.01487358  99.85031347  12.45942714  91.50363635   0.24575044
     192   0.07881210   0.01206649  93.70763355  12.45300221  99.06807019   0.00659994
     193   0.05481509   0.01168462  99.17830092  13.42171130 104.11679875   0.13181079
     194   0.15708447   0.04911394  97.47991792  11.81100776  96.65287177   0.07176655
     195   0.78983886   0.05415997  84.78982503  13.65199110 104.56652790   0.14567188
     196   0.04816046   0.01473250  99.05969055  14.29859725  80.48938494   0.81872149
     197   0.36501979   0.08139669  98.54154880   9.85448331 119.26020942   0.73600245
     198   0.11672381   0.02139354  96.62091770  12.91991608 109.06309412   0.29815712
     199   0.10957621   0.01981784 103.35602682  13.34010942  75.14256026   1.22178906
     200   0.06810481   0.01843863  98.49855397  14.64891574  68.01814853   1.92093697
     201   0.08865858   0.01770982  96.54042212  11.80214854 104.46408983   0.14249240
     202   0.14021955   0.03700965  97.60363701  13.47055888  73.86689935   1.33241501
     203   0.06012388   0.01016076  97.52837898  13.19446038 111.10580593   0.37573660
     204   0.25987563   0.06051314 113.86513873  12.77238529  92.88838701   0.19389826
     205   0.03886945   0.00678620  92.03311884  14.15203068 105.79727856   0.18489821
     206   0.05147546   0.00870412  96.06480886  12.98444703  87.74598132   0.40732231
     207   0.39830013   0.05962540 129.67845895   6.56442846 160.38094717   3.61595233
     208   0.22742021   0.05457334 105.84055777  12.32099322 114.20739669   0.50333241
     209   0.21758624   0.06441898 100.09328761  13.24137134 103.90510392   0.12537371
     210   0.03196734   0.00667509  97.12835987  15.16555826  74.03742669   1.31728203
     211   0.70651264   0.10174595  84.56970234  10.72554839 102.58967154   0.08662997
     212   0.17190667   0.04332475  96.51028939  12.80174466  75.28597205   1.20971980
     213   0.06975908   0.01750309 100.33754661  13.51116133  92.77150924   0.19812397
     214   0.08362453   0.01693406  98.22614312  12.96297730  87.52666424   0.41775376
     215   0.19041352   0.03779278  99.26001652  13.12031034 119.63867223   0.75464216
     216   0.27787269   0.04922100 116.87500053  11.37801559 144.69527267   2.33124343
     217   0.65682866   0.08658654  91.18028321   7.82621130 113.37269298   0.46784006
     218   0.10196506   0.01896044 101.49873812  12.74590987  85.20493576   0.53544592
     219   0.07288619   0.01280553  97.21700422  12.48682926 108.18848620   0.26652223
     220   0.28035263   0.09415154 105.38568546  11.38931740 110.72995898   0.36107541
     221   0.41888383   0.07144204 110.46215833   7.06439345 135.50094970   1.67856755
     222   0.12175401   0.02245252  98.09336374  13.94844342  95.30086581   0.11260722
     223   0.32339013   0.06668664 117.61413890  11.65813942 103.63349612   0.11719690
     224   0.10036012   0.03143888  97.89593218  12.22002777  80.76582374   0.80035764
     225   0.25309052   0.04657708 104.36321871  12.86151723  88.86996696   0.35564652
     226   0.13123942   0.02063234 100.17168765  12.26454272 120.85214037   0.81552601
     227   0.13332700   0.03474912  97.46585369  11.53101627  99.07251165   0.00648885
     228   0.11868268   0.02346754  99.45831525  11.65945661  85.63013217   0.51287602
     229   0.06301568   0.01162420  96.13395901  13.31020673  90.43871879   0.28835542
     230   0.73255731   0.14879427  81.02826476  13.77922428  96.55360132   0.07465526
     231   0.05884694   0.00846123 100.52351930  12.38759579 122.02368647   0.87591251
     232   0.08583705   0.01381424  98.57687140  12.20366872  67.12605842   2.02347897
     233   0.06354048   0.01490768  97.19251535  12.83654463  66.85378015   2.05550174
     234   0.14822298   0.04226033  97.87787046  14.70222383  93.89264344   0.15870272
     235   0.11832470   0.02340116 100.35792951  12.54109773  95.80261331   0.09706972
     236   0.22629587   0.05632804 106.81390013  11.50463966  77.48667558   1.03348264
     237   0.12986440   0.03559529  99.97668698  13.49465058  83.21833060   0.64722257
     238   0.03571179   0.00918028  98.17185166  13.04876528  74.88989417   1.24323173
     239   0.09613936   0.01976181  94.47727011  12.72067812 101.67524431   0.06096892
     240   0.04179511   0.01169554  96.29927086  13.59106973  76.00113511   1.15061724
     241   0.03911353   0.00619269  96.48460207  12.75505634  97.42711877   0.04981831
     242   0.07110425   0.01269377  96.70709753  13.41428471 113.44095902   0.47071104
     243   0.24587717   0.07285337 102.32452147  13.06858426  76.72639388   1.09249478
     244   0.14026243   0.02815008 102.93017025  12.85939198 110.39693047   0.34823002
     245   0.13415040   0.02353177 101.79145071  13.11126841 123.68197924   0.96405302
     246   0.07388985   0.01255249  92.25825269  13.89407890 107.49693152   0.24218252
     247   0.24478295   0.05624535  91.66930615  13.31949290 112.44234402   0.42927938
     248   0.08570146   0.01437802  94.07132258  12.11702508 110.97074465   0.37044804
     249   0.06125786   0.01287917  97.51405147  13.63628771 105.84901782   0.18658873
     250   0.11847969   0.03106246  92.86139743  15.19483695  96.23737185   0.08397218
     251   0.17971210   0.03134124  96.31436042  12.57095768 119.30955992   0.73842357
     252   0.08354215   0.02055751 102.46459758  13.03687667  89.81263278   0.31455163
     253   0.15497390   0.03584597 101.58435007  12.05968326  67.53325806   1.97622456
     254   0.12541934   0.03604429 100.80233922  12.65211129  85.96221969   0.49557071
     255   0.48280065   0.10121775  94.62531905   6.23674963 117.03611901   0.62985263
     256   0.09467129   0.02559008 103.05770661  11.69467714 102.26034923   0.07726837
     257   0.08214950   0.01325237 100.24959544  11.97259569  99.50678000   0.00426521
     258   0.29649492   0.08907487 115.13026279  15.67031227  97.20071386   0.05613058
     259   0.37748987   0.05473293 128.09126676   7.09711319 158.80973519   3.47834102
     260   0.13830706   0.04855967  98.41791592  12.81843817  78.21164891   0.97899706
     261   0.15801085   0.02776755  93.56048504  12.52489173 116.20578382   0.59172148
     262   0.18027559   0.05676826 101.30659606  12.75538326  89.24008918   0.33927123
     263   0.05659579   0.01647118  99.42082003  13.00889939  91.99148249   0.22703358
     264   0.06361872   0.01548829  97.04910169  13.41878560  92.05069807   0.22479530
     265   0.09240549   0.01402957  98.43698759  13.12160141 103.22685096   0.10512709
     266   0.17426788   0.05583080 103.51399131  12.73519726 111.54569860   0.39311697
     267   0.05109240   0.01487034  99.36494732  13.49220043  96.73143668   0.06949248
     268   0.86425251   0.02895536  80.59416791  13.95367539  97.77697367   0.04023368
     269   0.05941411   0.01163512  98.78453784  14.02663669  72.98190642   1.41269931
     270   0.11246207   0.02664756  96.46791086  12.66019658 109.64056863   0.31956530
     271   0.48551851   0.08780584 101.92476179   5.78043884 125.41495374   1.05945399
     272   0.04267489   0.00813113  99.04629483  13.14680689  79.52073842   0.88490176
     273   0.12795349   0.02773709 101.17520605  13.11591313  98.75550796   0.01449603
     274   0.05269820   0.01283311  97.81236633  13.86067829  85.53393417   0.51794157
     275   0.19113964   0.08595763  95.33141403  12.91664004  56.29916608   3.59600923
     276   0.12444464   0.02657389 102.58880267  13.22146107 100.02733978   0.01734728
     277   0.58575602   0.07016159 112.78918101   5.09128446 139.28516656   1.93750290
     278   0.51078791   0.09573253  92.82274755   6.18969895 114.29273421   0.50700861
     279   0.04349361   0.00902109  97.22473330  13.48275954 103.26938854   0.10637999
     280   0.35366321   0.07613841  97.78692777   9.74880749 121.21072066   0.83384199
     281   0.05605937   0.01324055  95.90078407  13.74014499  97.79187495   0.03982997
     282   0.22038922   0.08970669 101.40214113  11.88732592 103.10409557   0.10152413
     283   0.57336247   0.11514339  88.90294020   7.98729009 109.30108330   0.30692976
     284   0.14233011   0.05685001  98.04209196  11.99436348  97.63148225   0.04419471
     285   0.13283657   0.03484353  99.51138149  12.98654455 104.20168931   0.13440782
     286   0.02983601   0.00560430  96.22382672  14.14238440  96.94254622   0.06343474
     287   0.06624686   0.01495592  97.33857292  12.09948131 109.18680965   0.30270869
     288   0.09504414   0.01839211  97.71013775  13.95097849  92.19012650   0.21955356
     289   0.08077312   0.02199122 100.15564583  13.64718584  99.70327060   0.00916395
     290   0.10704028   0.01689226  97.16140218  11.99310631 114.51847599   0.51677563
     291   0.18213447   0.03616574 102.71319417  13.11582152  89.60817274   0.32329466
     292   0.73208566   0.09723987  82.53226844  11.61485543 100.87068801   0.03925116
     293   0.06420525   0.01251951  96.56068489  12.23257451 103.52702117   0.11401660
     294   0.07551241   0.02028399 100.57202565  13.73513757  97.54515833   0.04656160
     295   0.04304113   0.00673364  95.18276254  12.84745709 104.41164549   0.14086971
     296   0.13453540   0.04150226 103.75791271  12.21644668  75.42554541   1.19804373
     297   0.10469681   0.02479212  98.19996054  12.74023321  97.09553403   0.05909262
     298   0.07294688   0.01779577  98.47886123  13.90071618  92.41834135   0.21105983
     299   0.06616669   0.01599134  98.21908971  13.54296249  99.38576401   0.00127176
     300   0.16393673   0.03557333 103.22585340  14.21108620  96.93936862   0.06352535
     301   0.03338420   0.00568623  98.99185740  12.42974854  84.89626514   0.55212416
     302   0.08869734   0.01502498  95.18925150  13.06180479  98.52072447   0.02052969
     303   0.13752672   0.02735394 100.84913677  12.93967960 110.49644603   0.35205417
     304   0.26674752   0.06253458 102.76525118  11.60177509 114.61219150   0.52084844
     305   0.12575084   0.01932393  93.53303782  12.19243555 113.37131903   0.46778234
     306   0.05569562   0.01734620  95.78178769  12.71550925  95.70373068   0.10009579
     307   0.40834656   0.12416504  85.46731314  10.42062328 104.10237316   0.13137036
     308   0.05392312   0.00902827  97.81430268  14.09371895 110.99007388   0.37120353
     309   0.12271398   0.02262895  99.78212500  14.74918211  71.59702657   1.54436791
     310   0.11111656   0.02494971  99.18193165  12.89457173  79.45994594   0.88915168
     311   0.04594757   0.01041846  99.42924882  12.49390944 101.59000325   0.05862988
     312   0.26664618   0.04807575  96.10719996  11.79747256 116.74987442   0.61661492
     313   0.30286710   0.05651445 108.37588385  10.57348285 134.55372244   1.61595512
     314   0.26398960   0.06122572  94.98948896  13.31340357 115.36302183   0.55386097
     315   0.07498757   0.01596223 102.09102315  11.65991421  95.68093534   0.10079588
     316   0.88761366   0.02137566  83.85791200  12.74353844 102.69450991   0.08963857
     317   0.03442703   0.00524570  96.13022562  12.37511594  98.54990256   0.01977503
     318   0.02643606   0.00506575  96.87609144  13.92589381 110.28138096   0.34380512
     319   0.22609432   0.04133614 102.74192532  11.18277340 123.95483100   0.97885188
     320   0.07667037   0.01306412  95.02270191  13.32366978 112.32428141   0.42446152
     321   0.10594876   0.01831951 100.64364314  12.27438855  96.02814970   0.09023324
     322   0.19019747   0.03922816 107.49454595  13.91574217  97.81577138   0.03918335
     323   0.25424603   0.07210822 106.82839649  11.96741096  82.48062308   0.69147427
     324   0.12981835   0.02869842  99.80123637  14.36523013  97.34754175   0.05202708
     325   0.18117585   0.03284032  98.48834796  11.85017856 117.24456719   0.63955371
     326   0.06834803   0.02132335 100.81305972  13.06685145  81.52810859   0.75089729
     327   0.17102645   0.04594221 104.75250914  13.91794452  80.95439196   0.78796232
     328   0.06363688   0.01701573  99.47620477  12.92588645  74.14794942   1.30753141
     329   0.05037920   0.01243135 100.04020811  12.68504619 100.12951453   0.01995422
     330   0.11701230   0.01931073  97.48614763  13.35255878 110.66633701   0.35861085
     331   0.11521355   0.01701557  95.47271044  12.30342574 113.25285336   0.46281382
     332   0.12023081   0.04158145 104.99159317  11.45489759  84.49388273   0.57424138
     333   0.76100147   0.20272690  80.00874787  13.49056394  93.62816946   0.16778010
     334   0.06716718   0.01602203  96.95480467  14.53994919 103.48816319   0.11285949
     335   0.14989191   0.04322961 107.83134531  12.61208777  87.18393408   0.43428714
     336   0.07528271   0.01379701  98.01616441  14.21342298  98.83935884   0.01236253
     337   0.21137727   0.04202794 112.76843990  13.21449245 122.50800594   0.90133343
     338   0.66736668   0.15091122  78.71938476  11.60612548  93.79758317   0.16194983
     339   0.05659164   0.01043320  97.79107406  14.03101213  76.18641741   1.13559653
     340   0.10882204   0.02534052 100.95701594  12.20019483 108.62485438   0.28218694
     341   0.10982686   0.03094987 100.16685290  13.03499469  83.59233144   0.62536554
     342   0.68030606   0.13132840  79.93524480  10.80167179  98.18281514   0.02936970
     343   0.05756336   0.01630317  98.79904797  12.96176690  76.34282460   1.12300902
     344   0.16472400   0.03001438  97.02178867  13.25642942 116.77282284   0.61767261
     345   0.18173481   0.06979268 102.60166379  12.68744047  82.22611020   0.70709726
     346   0.29525394   0.05663406  96.25840876  11.15421325 117.23431486   0.63907537
     347   0.06239424   0.01415433  97.06057524  13.24695891 103.56643852   0.11519231
     348   0.15533705   0.02587219  94.65865624  12.37448377 113.60016482   0.47742857
     349   0.17845818   0.05192712 105.94928745  13.15131384  81.88173624   0.72853109
     350   0.30204599   0.06568202  97.19699359  12.14019835 120.06765035   0.77597093
     351   0.10255157   0.02857053  94.40055040  13.34018875  84.93548442   0.54999125
     352   0.11249734   0.04440145 102.18075167  15.96282756  72.95890268   1.41482568
     353   0.13924507   0.02636492 101.19924957  12.29553254 105.72161674   0.18243207
     354   0.08894049   0.02312572  98.47255718  12.06969985  95.37908899   0.11015483
     355   0.19389065   0.06258635 103.38349880  11.87054226  92.06142842   0.22439048
     356   0.39017258   0.06481801 116.10923610   7.45181494 143.44946768   2.23818969
     357   0.13069012   0.02306382  98.20581032  13.87961853 118.05741235   0.67787392
