 MRK M_P SD_P M_XtX SD_XtX XtXst log10(1/pval)
     141   0.36967014   0.06382510  96.77937852   9.18752688 129.45061263   1.29434765
     142   0.15491919   0.05311889  97.14900422  13.25377729  90.34823408   0.29208816
     143   0.12108317   0.02156430 108.62236009  13.37998951 143.55573496   2.24607237
     144   0.14698694   0.02997836 100.04138121  13.66474669  63.80021287   2.43898056
     145   0.19465713   0.05348382  97.90415281  13.62511592  84.92476168   0.55057400
     146   0.18575005   0.03113752 101.06682478  13.24536614 134.55204909   1.61584531
     147   0.56381473   0.07861534  96.43805503   5.69959137 132.19607289   1.46403919
     148   0.32554243   0.06003463 103.58039108  10.30908796 140.76031259   2.04216632
     149   0.60964044   0.06333695 104.15483138   6.58319716 140.89096815   2.05153529
     150   0.14810720   0.03274887  98.13398729  12.70669420 108.79633939   0.28840771
     151   0.22779617   0.04655511  93.95039600  11.69806536 109.96516303   0.33178014
     152   0.25007747   0.04368754 106.23925337  10.77453297 142.06922781   2.13674419
     153   0.23727814   0.07885005 100.49565028  12.50126641  83.80118926   0.61332639
     154   0.07120902   0.01682562 100.69598111  13.66706545  96.93742769   0.06358070
     155   0.10497902   0.02379756 102.54430913  13.63368239  86.05942403   0.49055831
     156   0.08829954   0.01979693 101.17009702  15.04822480  89.52208670   0.32700384
     157   0.14677725   0.04034782  97.54673844  13.16124508  71.71378446   1.53297625
     158   0.06239789   0.01077241  96.72918778  13.38296969  86.49101388   0.46859014
     159   0.11619639   0.02632614  98.75905237  13.14597243  88.24208034   0.38414865
     160   0.18593345   0.04983670  99.64205822  12.92059321  99.73496622   0.00995862
     161   0.03300952   0.00850416  97.32435693  14.02709552  74.68118851   1.26111678
     162   0.07813185   0.02055618  96.27331067  13.57491339  84.10132611   0.59623294
     163   0.10290536   0.02214627  94.65548887  13.70044337  67.63519561   1.96451337
     164   0.09233029   0.02365406  95.53452493  13.12461273  93.17003489   0.18382724
     165   0.04737263   0.00836117  99.26059311  14.35170517 104.62889727   0.14761413
     166   0.06536150   0.01897950  99.03617264  12.94198191  90.46172552   0.28740918
     167   0.14546459   0.04742349  99.60202210  13.23488805  97.56466972   0.04602553
     168   0.13656144   0.02480200  98.96199092  11.83834983  78.86403076   0.93142459
     169   0.44603090   0.07078665 103.90830030   6.41963218 140.79213075   2.04444644
     170   0.16811843   0.05657669 102.53049177  13.71760213  84.90619038   0.55158400
     171   0.14972418   0.02721928  99.56132594  12.59318923  80.84381390   0.79521818
     172   0.15872212   0.03686143  96.20771352  12.67483041  91.17152774   0.25877763
     173   0.19294441   0.04495359  86.64778237  14.32713679  94.06558924   0.15283978
     174   0.13078309   0.03738149  97.08856095  13.18397602  79.35886110   0.89624389
     175   0.15622521   0.03705103 101.00960948  14.14282210 116.88944598   0.62305742
     176   0.07982392   0.01644964  98.45777821  13.75169702 112.11960175   0.41614945
     177   0.06280690   0.01445695 100.05418435  14.68108910  89.72910261   0.31811223
     178   0.06469183   0.01155032  98.30893006  13.27487386 109.30811476   0.30719002
     179   0.51428718   0.09674673  85.54500866   5.77202662 114.40375137   0.51180422
     180   0.47582098   0.12010729  71.64436503   8.52377335  95.10428794   0.11881963
     181   0.29399092   0.04690035 108.43325198   9.58110217 146.45499863   2.46505241
     182   0.09231548   0.01760287  94.76201012  13.09031254 103.98446950   0.12778044
     183   0.62653463   0.07692772  97.42703194   7.43232162 132.81223435   1.50319585
     184   0.06145623   0.01188537  98.53153168  13.66236046  93.49578374   0.17237493
     185   0.19419715   0.05331077  93.97686024  12.35172077  81.73987447   0.73745994
     186   0.19606862   0.07944014 105.88529030  12.26066121  94.92724456   0.12447560
     187   0.04394963   0.01134938  95.40466800  14.26200407  57.10289143   3.45568529
     188   0.24177118   0.05690203  89.37393262  12.40836240  82.73961015   0.67576503
     189   0.16054086   0.02550321 102.61954231  12.91596228 136.74503491   1.76215404
     190   0.07586727   0.01693643 100.42294625  14.85496969  67.34326710   1.99817806
     191   0.08547412   0.01835240 100.95231655  14.54669255  66.30424215   2.12118616
     192   0.11610267   0.02542392 102.59231833  13.59996870  95.63078993   0.10233925
     193   0.06665122   0.01297023  99.18446273  14.10888921 105.80738154   0.18522805
     194   0.11799498   0.03164350 100.74432530  12.73065764  83.72227886   0.61786104
     195   0.73252335   0.05214472  85.71301601   9.99845242 116.12140975   0.58789277
     196   0.03955893   0.01267964  99.26722340  14.15594630  72.80837576   1.42878976
     197   0.42514850   0.07529991 112.67816388   8.23561174 150.74587493   2.80264823
     198   0.11131675   0.02353731 101.61061936  13.13163809 107.90540484   0.25648695
     199   0.05593484   0.01231544 103.82718436  13.08017570  67.72900229   1.95377792
     200   0.06423272   0.01975312  99.71189745  13.83376488  68.26082330   1.89366319
     201   0.09097462   0.01900021  98.02689840  14.15543949  95.90683158   0.09389935
     202   0.23458214   0.09935959 100.19647594  11.93169324  83.31851306   0.64133003
     203   0.06490947   0.01123402  99.65600898  13.30941556 114.83283506   0.53047928
     204   0.24995657   0.06189702 110.21558517  11.99745858  78.85421222   0.93213048
     205   0.09552850   0.02267475  94.90927995  13.61612931  83.64916400   0.62207777
     206   0.04701376   0.00917710  99.33373529  14.25890800  96.17342480   0.08587760
     207   0.39669376   0.05388503 141.75235342   7.27559499 193.82684808   6.94181087
     208   0.26309148   0.05056789 102.65533935  11.78734381 113.81831795   0.48668331
     209   0.25095913   0.05479744 102.95963114  12.29987295 106.43442268   0.20594936
     210   0.01788045   0.00542722  98.04804528  14.48903855  60.09299502   2.96959233
     211   0.67227409   0.06446455  93.86574595   8.77143492 124.75467291   1.02271204
     212   0.36362495   0.14103326 101.39881594  12.63481431  74.39020269   1.28631628
     213   0.08726200   0.01931178  95.85840480  13.98335739  88.56772749   0.36925195
     214   0.07235138   0.01638973  97.23255234  13.89876147  82.91298665   0.66535404
     215   0.21699143   0.04161216  92.19893399  11.82080959 122.46771656   0.89920858
     216   0.27103646   0.04235401 134.01557480  10.38998220 182.21944205   5.70850240
     217   0.65298453   0.06757829  94.37782924   7.44792809 128.64389351   1.24599195
     218   0.11607024   0.02508889  98.38684615  14.67590152  74.82339443   1.24891337
     219   0.07709507   0.01396011  98.62323934  14.24141838 100.88158023   0.03953982
     220   0.24167144   0.07592140 107.10786357  13.77868584 106.50482848   0.20830669
     221   0.42398548   0.05942990 126.61130406   6.59030676 172.67686402   4.75484718
     222   0.19545428   0.03811277  97.61200375  12.80807763 110.33994687   0.34604581
     223   0.29098421   0.09440426 108.72453867  14.56702609  70.49112938   1.65499288
     224   0.13535132   0.04051788  98.19822068  14.41314758  84.89722274   0.55207204
     225   0.39919162   0.12840626 117.67066242  14.42049166  88.21311271   0.38548579
     226   0.13901318   0.02509788 102.34803495  14.13235545 126.28924549   1.10884341
     227   0.17388042   0.04582126 103.53041667  12.36358685  82.64954729   0.68120647
     228   0.07950781   0.02187463  99.49829168  11.76202190  84.92961814   0.55031002
     229   0.07547401   0.01514137 101.47257760  13.50900701  84.53268846   0.57208974
     230   0.74450740   0.05906358  83.72234941  11.59476034 112.27590372   0.42249227
     231   0.06346074   0.01213890 102.87467032  13.68134599 127.05663387   1.15288214
     232   0.07818571   0.01780545 100.58520146  13.77366321  65.39791362   2.23265202
     233   0.06050866   0.01620219  97.67706809  13.63472620  67.04093308   2.03345375
     234   0.07442415   0.02263895  98.28270887  14.04443723  77.30215990   1.04762663
     235   0.11200172   0.02271197  97.41467513  13.53143877  75.76051580   1.17030220
     236   0.32013695   0.05400768 109.18682032  12.30919272  86.96555073   0.44497086
     237   0.07164847   0.01907207  98.55300855  14.25852631  93.14884666   0.18457940
     238   0.08401327   0.03355322  94.69380738  14.02919518  91.44653675   0.24797365
     239   0.09371149   0.01763278  97.41539759  13.74946593 109.52069094   0.31508717
     240   0.03126011   0.01195623 100.69322137  13.59649327  57.32911551   3.41695168
     241   0.05755240   0.01968489  99.61188546  14.27406785  91.10923314   0.26124719
     242   0.08109262   0.01453036  95.67316191  13.16901394 119.16637687   0.73140689
     243   0.23154802   0.04708752 103.60061646  14.15480016  75.80916765   1.16630572
     244   0.19020622   0.03846435 100.55552901  11.99910844 121.68757998   0.85842772
     245   0.15337782   0.02454812 101.00768721  12.27071444 132.39272740   1.47649416
     246   0.09177140   0.01619474  95.83620581  13.03526392 119.20472724   0.73328391
     247   0.26022036   0.04599748  93.19106550  10.80943142 126.41756398   1.11616266
     248   0.20027980   0.06091173  91.49569012  12.79201813 105.52211548   0.17596380
     249   0.04774457   0.00867436  96.35506806  13.97992025 102.02632573   0.07069796
     250   0.11611452   0.02225385  96.61972175  13.52135845  83.44865140   0.63371687
     251   0.24806727   0.04602719  89.51679591  11.45702887 121.12415492   0.82940677
     252   0.06509539   0.01157280  97.61304343  13.72681404  78.71210758   0.94238126
     253   0.15045332   0.03332215 101.35071617  14.74176937  60.27251709   2.94212751
     254   0.14903134   0.04785749 103.03165600  14.72983174  81.33551966   0.76323148
     255   0.45517789   0.07903099  99.68493452   8.51576357 133.72688418   1.56203564
     256   0.10413721   0.03464558 100.93616132  13.19226768  74.18188728   1.30454635
     257   0.07183512   0.01465206  96.53444431  13.95065366  92.01030592   0.22632129
     258   0.26595810   0.08117917  98.98689840  13.22196379  74.05771542   1.31548872
     259   0.48568139   0.06333331 131.28703468   6.51419773 181.33532509   5.61776458
     260   0.13406019   0.04956686  95.80004487  14.01002343  73.78628509   1.33960647
     261   0.15377171   0.02633657  98.94163477  13.14969495 132.10218816   1.45810709
     262   0.21483046   0.05570804 101.14436714  12.38565778  79.22553360   0.90564715
     263   0.11123122   0.04171865  96.83101152  13.32986860  82.82934499   0.67036608
     264   0.15402439   0.03859025 100.39056292  12.92641540  93.41624147   0.17515215
     265   0.10923767   0.03257586  98.95761197  14.30223432  93.56587025   0.16993812
     266   0.20370131   0.05254062 103.49245873  12.60597062 116.34532800   0.59807234
     267   0.04095514   0.00772476  96.61449956  12.77253381 104.22217200   0.13503584
     268   0.81227022   0.04148012  77.08817500  13.21596353 103.30202034   0.10734266
     269   0.06437177   0.01814063  92.59515734  14.12596549  69.10374453   1.80094761
     270   0.11955704   0.02122180 102.16956804  14.06321635 121.62543365   0.85520887
     271   0.40464005   0.07096980  95.25277323   7.23025893 130.60683500   1.36485233
     272   0.05157615   0.02040269  97.45032745  13.32137844  69.64217436   1.74333648
     273   0.32648269   0.07907899 107.81012593  10.33971190 112.10186286   0.41543149
     274   0.06684231   0.01818718  97.54588017  13.39780931  73.57223543   1.35881907
     275   0.16290105   0.06700875 100.62599625  14.08745632  63.84721128   2.43272706
     276   0.09168999   0.02644322  98.36741994  13.56723078  80.17647943   0.83978617
     277   0.61885764   0.05508199 128.10091332   6.71880323 174.71902741   4.95405956
     278   0.69653143   0.05108413 110.23751579   8.33762930 149.20728063   2.67977972
     279   0.05847059   0.01045747  96.59894249  13.09041474 113.55765896   0.47563207
     280   0.31701108   0.06091197 105.23983535  10.50589509 143.59394315   2.24890908
     281   0.07294083   0.01719943  96.45543017  13.32867854  95.10406347   0.11882676
     282   0.25064325   0.08174268  95.09044711  12.56736436  97.77493247   0.04028901
     283   0.70592105   0.05699060  95.40107829  10.04742015 127.59872994   1.18437697
     284   0.08982942   0.03709744  94.29830489  12.58978894  76.75756552   1.09003701
     285   0.29613283   0.08961344 109.84308886  11.03437647 119.56023631   0.75076542
     286   0.03582914   0.00643759  93.12985503  12.47028559 103.16743775   0.10338092
     287   0.11515810   0.03982872 100.95419900  12.94387629  69.32433139   1.77719490
     288   0.13010135   0.02726065  99.56843832  13.99152075  73.27930467   1.38539048
     289   0.10301070   0.02695215  98.90344980  13.78167390  97.79128766   0.03984588
     290   0.19059335   0.04205274  89.70969368  14.04792648  98.94492569   0.00969239
     291   0.27444476   0.08017067 111.97328309  11.63260413 101.66200946   0.06060516
     292   0.62795255   0.07607927  96.63966712   7.36867738 128.55916512   1.24095342
     293   0.05613826   0.01171022  96.89161838  13.21553192  85.75738590   0.50621154
     294   0.10236865   0.01841969  93.17696938  12.80118500 103.36792507   0.10929097
     295   0.08151022   0.02751188  96.24528925  13.12045846  87.11575767   0.43760996
     296   0.17859381   0.06849197 104.54935346  12.17752829  66.81400559   2.06020842
     297   0.14142940   0.02784082 100.35523914  12.88563840  83.72317537   0.61780943
     298   0.07976429   0.01341436 100.66260589  13.30122850  91.75789707   0.23593358
     299   0.04759086   0.00736313 100.47609268  13.28843651 101.62796103   0.05967034
     300   0.09687147   0.02682112  96.00470184  14.35586732  91.94429039   0.22882257
     301   0.03397736   0.00783794  98.79312483  13.15861969  68.83855275   1.82978187
     302   0.07533590   0.01726251  97.27087435  12.86220937  89.15146313   0.34316383
     303   0.13888607   0.02892106  98.02099799  13.56558466 100.13396984   0.02006819
     304   0.29206308   0.06244545 113.75955181  15.03058397 114.51920027   0.51680707
     305   0.13935354   0.02405735 106.99346365  12.94083635 140.36443176   2.01387649
     306   0.06912790   0.01728679 100.10365285  13.70336393  97.58277218   0.04552874
     307   0.61348378   0.07943334  96.23826143   7.73319996 128.76578161   1.25325368
     308   0.06873268   0.01337003  95.81864714  13.73717905 100.39959135   0.02690718
     309   0.22264344   0.05387254  98.79006400  11.85007079  76.56603617   1.10519066
     310   0.09187012   0.04497647  97.02011154  12.80957618  70.18602781   1.68639503
     311   0.04012376   0.01123654  96.94459871  12.98982594  72.42473283   1.46477405
     312   0.28827044   0.04886538 101.64310867   9.91423491 135.39058311   1.67122622
     313   0.33631460   0.05282013 114.16655655   8.82194060 151.13582410   2.83410557
     314   0.31109531   0.05600841  96.85038488   9.67577725 129.09450143   1.27291668
     315   0.12389209   0.05157913 101.15579366  12.84695567  84.04533357   0.59940338
     316   0.82469340   0.03177460  79.10028778  11.32490082 101.64289075   0.06008007
     317   0.06721869   0.01340406 103.54900361  14.86932521  90.78574577   0.27420457
     318   0.03703323   0.00619707  97.29130522  13.10120153 100.57326214   0.03142585
     319   0.24065572   0.04060995 108.07189619  10.37647116 140.48181914   2.02224969
     320   0.11953277   0.02589082  86.92362016  13.71107782 100.54043684   0.03056892
     321   0.24240791   0.07803879 101.95795313  12.05048363  86.06854770   0.49008906
     322   0.30851777   0.15182897  94.21925188  14.51724013  93.00307345   0.18977831
     323   0.14631042   0.05650373  97.30768375  13.43479598  70.50851663   1.65321495
     324   0.12521297   0.02736085 105.88947354  12.53266357  94.46828429   0.13940955
     325   0.19542370   0.03998021 104.24238491  11.47119174 126.73743546   1.13448622
     326   0.09131138   0.02797661  96.98243716  13.72214450  76.11380826   1.14146874
     327   0.37515025   0.09422301 113.12433263  15.06462890  95.37173361   0.11038496
     328   0.10443130   0.02276107 101.72991707  13.34947622  66.38422407   2.11153791
     329   0.07052270   0.01287712  99.41177303  14.09126833 105.84746006   0.18653778
     330   0.13387011   0.02409772  98.77428284  13.05317337 121.33905267   0.84043290
     331   0.16021999   0.03193251 106.68818817  12.05713819 118.62779510   0.70522805
     332   0.05150441   0.00898923  96.26995213  12.38397381  65.55892026   2.21256120
     333   0.40536992   0.13350624  65.42847778  10.57247893  84.83528575   0.55544851
     334   0.08443795   0.02751403  95.04122629  14.09207061 102.49541988   0.08393688
     335   0.12536302   0.04297653  93.31470661  13.53015695  77.56327584   1.02764406
     336   0.15988785   0.03441021 105.46186269  13.07048845 106.24841234   0.19975115
     337   0.32396798   0.07536326 112.24309987   9.64151016 134.73820659   1.62807940
     338   0.61163640   0.08657328  85.09983655   8.83471879 112.38226369   0.42682551
     339   0.13126657   0.04780390  96.43214169  13.45835893  58.26172863   3.26072858
     340   0.08482937   0.02005298  95.58518123  13.31149526  88.21860461   0.38523213
     341   0.11592015   0.02393280  96.57039381  14.33713186  75.48289724   1.19326593
     342   0.49833101   0.10151897  83.02138732   7.04036743 111.91939331   0.40806860
     343   0.12653226   0.05707316  97.36260451  14.31697494  65.31869581   2.24258339
     344   0.23967439   0.04677006  94.85974619  11.82752763 123.12364458   0.93403039
     345   0.17106259   0.03821095  96.31370765  12.83856902  81.27109390   0.76738186
     346   0.32158134   0.06658009  93.29340618  10.04511018 125.01141963   1.03694168
     347   0.05220036   0.01480353  95.09237796  13.27283626  99.56416281   0.00569092
     348   0.19884967   0.03670495  99.21708244  12.26531658 132.42330372   1.47843426
     349   0.17922646   0.04306672  97.24162245  12.38896850  74.55132727   1.27232477
     350   0.34379164   0.06961167  93.96989096  10.10374482 128.58733479   1.24262773
     351   0.07402334   0.01475247  93.66454650  14.13524556  92.13206711   0.22173142
     352   0.12859607   0.02716495  94.07598125  13.78189832  62.20174600   2.65855514
     353   0.16444266   0.03002104  97.74510291  13.62381673 106.28264838   0.20088871
     354   0.12726430   0.02841977 101.01227283  14.54021207  76.89313847   1.07938585
     355   0.20956303   0.04865779 101.12565331  11.63150584  92.44582730   0.21004401
     356   0.38303151   0.05943224 111.30198615   7.23363204 151.44791143   2.85937334
     357   0.14176437   0.02348470 102.44920105  12.46724426 134.56193800   1.61649432
